"id","cidr","createdAt","createdBy","description","envTypeConfigId","envTypeId","error","indexId","instanceType","inWorkflow","loadBalancerId","name","outputs","projectId","provisionedProductId","rev","status","studyIds","studyRoles","updatedAt","updatedBy"
"ed35d6b5-51dd-4a7a-8734-be31cca64af2","192.136.67.6/32","2024-03-15T19:47:35.203Z","u-R_UxfzqdU9H0OXQ5DA97i","""This workspace is to analyze imaging data from IDC ""","sagemaker-medium","prod-o5niatppdiag6-pa-vudrswc75oa4k","ALB Termination has failed with the folowing error.         Please contact your administrator. Retry the termination to terminate the workspace. Reason:You are not authorized to perform this operation","research","ml.m5.4xlarge","true","","ImagingData","[{""M"":{""OutputKey"":{""S"":""CloudformationStackARN""},""OutputValue"":{""S"":""arn:aws:cloudformation:us-east-1:985832498708:stack/SC-985832498708-pp-3znmijc5wph5e/2d9dec10-e305-11ee-b7b4-1243c59cf25b""},""Description"":{""S"":""The ARN of the launched Cloudformation Stack""}}},{""M"":{""OutputKey"":{""S"":""MetaConnectionRoleArn""},""OutputValue"":{""S"":""arn:aws:iam::985832498708:role/analysis-1710532185245-presigned-url-sagemaker-notebook-role""},""Description"":{""S"":""IAM Role to use for creating presigned URL""}}},{""M"":{""OutputKey"":{""S"":""MetaConnectionNotebookArn""},""OutputValue"":{""S"":""arn:aws:sagemaker:us-east-1:985832498708:notebook-instance/basicnotebookinstance-ocmwgsqzsscv""},""Description"":{""S"":""SageMaker Notebook Arn""}}},{""M"":{""OutputKey"":{""S"":""NotebookInstanceName""},""OutputValue"":{""S"":""BasicNotebookInstance-OCMwGsqzSSCv""},""Description"":{""S"":""The name of the SageMaker notebook instance.""}}},{""M"":{""OutputKey"":{""S"":""MetaConnectionRole""},""OutputValue"":{""S"":""analysis-1710532185245-presigned-url-sagemaker-notebook-role""},""Description"":{""S"":""IAM Role name to use for creating presigned URL""}}},{""M"":{""OutputKey"":{""S"":""MetaConnectionPolicy""},""OutputValue"":{""S"":""presigned-url-access""},""Description"":{""S"":""Inline policy name that has use for creating presigned URL""}}},{""M"":{""OutputKey"":{""S"":""MetaConnectionName""},""OutputValue"":{""S"":""SageMaker Notebook""},""Description"":{""S"":""Name for this connection""}}},{""M"":{""OutputKey"":{""S"":""MetaConnectionType""},""OutputValue"":{""S"":""SageMaker""},""Description"":{""S"":""Type of environment this connection is for""}}},{""M"":{""OutputKey"":{""S"":""MetaConnectionScheme""},""OutputValue"":{""S"":""https""},""Description"":{""S"":""Protocol for connection 1""}}},{""M"":{""OutputKey"":{""S"":""MetaConnectionInfo""},""OutputValue"":{""S"":""BasicNotebookInstance-OCMwGsqzSSCv""},""Description"":{""S"":""The name of the SageMaker notebook instance.""}}},{""M"":{""OutputKey"":{""S"":""WorkspaceInstanceRoleArn""},""OutputValue"":{""S"":""arn:aws:iam::985832498708:role/analysis-1710532185245-sagemaker-notebook-role""},""Description"":{""S"":""IAM role assumed by the SageMaker workspace instance""}}}]","Consortium-Development-Project","pp-3znmijc5wph5e","27","TERMINATING_FAILED","[{""S"":""nci-imaging-data-commons""}]","","2024-07-29T01:07:32.310Z","u-R_UxfzqdU9H0OXQ5DA97i"
"f664df31-06db-4018-9c4a-06cbf8a42a1e","134.174.140.195/32","2023-09-15T15:20:05.407Z","u-jdkohMl8qTs-HR2O7Uqph","Rstudio BMI703","rstudio-small-nonstop","prod-7rixzx2sygszm-pa-35hi6h7mizws4","ALB Termination has failed with the folowing error.         Please contact your administrator. Retry the termination to terminate the workspace. Reason:Cannot read properties of undefined (reading 'albStackName')","teaching","","true","f664df31-06db-4018-9c4a-06cbf8a42a1e","Rstuio","[{""M"":{""OutputKey"":{""S"":""CloudformationStackARN""},""OutputValue"":{""S"":""arn:aws:cloudformation:us-east-1:985832498708:stack/SC-985832498708-pp-rwuhhtdxktxhe/a8709dc0-53db-11ee-8ad3-0eb5fab6e083""},""Description"":{""S"":""The ARN of the launched Cloudformation Stack""}}},{""M"":{""OutputKey"":{""S"":""TargetGroupARN""},""OutputValue"":{""S"":""arn:aws:elasticloadbalancing:us-east-1:985832498708:targetgroup/analysis-1694791336038/7711e54526348119""}}},{""M"":{""OutputKey"":{""S"":""NeedsALB""},""OutputValue"":{""S"":""true""},""Description"":{""S"":""Flag to specify environment requires ALB""}}},{""M"":{""OutputKey"":{""S"":""MetaConnection1Scheme""},""OutputValue"":{""S"":""https""},""Description"":{""S"":""Protocol for connection 1""}}},{""M"":{""OutputKey"":{""S"":""Ec2WorkspacePrivateIp""},""OutputValue"":{""S"":""10.128.10.24""},""Description"":{""S"":""Private IP address of the EC2 workspace instance""}}},{""M"":{""OutputKey"":{""S"":""MaxCountALBDependentWorkspaces""},""OutputValue"":{""S"":""100""},""Description"":{""S"":""Maximum number of ALB dependent Workspaces""}}},{""M"":{""OutputKey"":{""S"":""WorkspaceInstanceRoleArn""},""OutputValue"":{""S"":""arn:aws:iam::985832498708:role/analysis-1694791336038-ec2-role""},""Description"":{""S"":""IAM role assumed by the EC2 workspace instance""}}},{""M"":{""OutputKey"":{""S"":""InstanceSecurityGroupId""},""OutputValue"":{""S"":""sg-0fc8abe9476a0dd7c""},""Description"":{""S"":""EC2 Instance Security Group Id""}}},{""M"":{""OutputKey"":{""S"":""MetaConnection1Type""},""OutputValue"":{""S"":""RStudioV2""},""Description"":{""S"":""Type of environment this connection is for""}}},{""M"":{""OutputKey"":{""S"":""Ec2WorkspaceInstanceId""},""OutputValue"":{""S"":""i-0ee64984f564b5bf7""},""Description"":{""S"":""Instance Id for the EC2 workspace instance""}}},{""M"":{""OutputKey"":{""S"":""MetaConnection1Name""},""OutputValue"":{""S"":""RStudio Notebook""},""Description"":{""S"":""Name for this connection""}}},{""M"":{""OutputKey"":{""S"":""MetaConnection1InstanceId""},""OutputValue"":{""S"":""i-0ee64984f564b5bf7""},""Description"":{""S"":""EC2 Linux Instance Id""}}},{""M"":{""OutputKey"":{""S"":""Ec2WorkspaceDnsName""},""OutputValue"":{""NULL"":true},""Description"":{""S"":""Public DNS name of the EC2 workspace instance""}}},{""M"":{""OutputKey"":{""S"":""ListenerRuleARN""},""OutputValue"":{""S"":""arn:aws:elasticloadbalancing:us-east-1:985832498708:listener-rule/app/analysis-1664558298131/24900e75bb67c688/916e40ea13ad04ad/f5fbca7e41a77956""},""Description"":{""S"":""ARN of the listener rule created by code""}}}]","DBMI-teaching","pp-rwuhhtdxktxhe","42","TERMINATING_FAILED","[{""S"":""DBMI-teaching-READONLY-703""},{""S"":""yanming-gan""},{""S"":""DBMI-teaching-LIBS""}]","{}","2023-10-27T18:28:58.164Z","_system_"
"f0f246aa-faff-43b9-a75f-b1676401fc57","144.118.0.0/16","2023-07-19T17:18:44.615Z","u-Zx_hKGIZiAKdLne_UsNRQ","Try sagemaker again - last one failed and went to Unknown status","sagemaker-medium","prod-o5niatppdiag6-pa-7xy4aasp5pk5e","ALB Termination has failed with the folowing error.         Please contact your administrator. Retry the termination to terminate the workspace. Reason:You are not authorized to perform this operation","research","","true","","SageMaker","[{""M"":{""OutputKey"":{""S"":""CloudformationStackARN""},""OutputValue"":{""S"":""arn:aws:cloudformation:us-east-1:985832498708:stack/SC-985832498708-pp-r3wlaukqz4mk4/a0385d10-2658-11ee-884e-125f5af20469""},""Description"":{""S"":""The ARN of the launched Cloudformation Stack""}}},{""M"":{""OutputKey"":{""S"":""MetaConnectionType""},""OutputValue"":{""S"":""SageMaker""},""Description"":{""S"":""Type of environment this connection is for""}}},{""M"":{""OutputKey"":{""S"":""WorkspaceInstanceRoleArn""},""OutputValue"":{""S"":""arn:aws:iam::985832498708:role/analysis-1689787255671-sagemaker-notebook-role""},""Description"":{""S"":""IAM role assumed by the SageMaker workspace instance""}}},{""M"":{""OutputKey"":{""S"":""MetaConnectionPolicy""},""OutputValue"":{""S"":""presigned-url-access""},""Description"":{""S"":""Inline policy name that has use for creating presigned URL""}}},{""M"":{""OutputKey"":{""S"":""MetaConnectionScheme""},""OutputValue"":{""S"":""https""},""Description"":{""S"":""Protocol for connection 1""}}},{""M"":{""OutputKey"":{""S"":""MetaConnectionName""},""OutputValue"":{""S"":""SageMaker Notebook""},""Description"":{""S"":""Name for this connection""}}},{""M"":{""OutputKey"":{""S"":""MetaConnectionRole""},""OutputValue"":{""S"":""analysis-1689787255671-presigned-url-sagemaker-notebook-role""},""Description"":{""S"":""IAM Role name to use for creating presigned URL""}}},{""M"":{""OutputKey"":{""S"":""MetaConnectionInfo""},""OutputValue"":{""S"":""BasicNotebookInstance-hXZtvhWfydoK""},""Description"":{""S"":""The name of the SageMaker notebook instance.""}}},{""M"":{""OutputKey"":{""S"":""MetaConnectionNotebookArn""},""OutputValue"":{""S"":""arn:aws:sagemaker:us-east-1:985832498708:notebook-instance/basicnotebookinstance-hxztvhwfydok""},""Description"":{""S"":""SageMaker Notebook Arn""}}},{""M"":{""OutputKey"":{""S"":""NotebookInstanceName""},""OutputValue"":{""S"":""BasicNotebookInstance-hXZtvhWfydoK""},""Description"":{""S"":""The name of the SageMaker notebook instance.""}}},{""M"":{""OutputKey"":{""S"":""MetaConnectionRoleArn""},""OutputValue"":{""S"":""arn:aws:iam::985832498708:role/analysis-1689787255671-presigned-url-sagemaker-notebook-role""},""Description"":{""S"":""IAM Role to use for creating presigned URL""}}}]","Research-Fellowship","pp-r3wlaukqz4mk4","13","TERMINATING_FAILED","[{""S"":""Research-Fellowship-mary-lucas""}]","{}","2023-11-08T17:21:01.381Z","_system_"
"0928b035-1f53-4bc2-a4f2-2244ad28e08f","108.174.83.107/32","2023-06-26T22:43:14.572Z","u-WJHcJjyCLrrPbuCCyOEtw","""Testing with windows medium for Transformer ""","windows-medium","prod-iegickme3ylny-pa-icjkiwjlz23le","ALB Termination has failed with the folowing error.         Please contact your administrator. Retry the termination to terminate the workspace. Reason:You are not authorized to perform this operation","research","","true","","DFUTransformer","[{""M"":{""OutputKey"":{""S"":""CloudformationStackARN""},""OutputValue"":{""S"":""arn:aws:cloudformation:us-east-1:985832498708:stack/SC-985832498708-pp-i74gawhvotlc2/264ba3f0-1473-11ee-9b90-0e7d18c48f31""},""Description"":{""S"":""The ARN of the launched Cloudformation Stack""}}},{""M"":{""OutputKey"":{""S"":""MetaConnection1Name""},""OutputValue"":{""S"":""RDP to EC2 Windows Instance""},""Description"":{""S"":""Name of the connection""}}},{""M"":{""OutputKey"":{""S"":""Ec2WorkspacePublicIp""},""OutputValue"":{""S"":""52.91.105.67""},""Description"":{""S"":""Public IP address of the EC2 workspace instance""}}},{""M"":{""OutputKey"":{""S"":""WorkspaceInstanceRoleArn""},""OutputValue"":{""S"":""arn:aws:iam::985832498708:role/analysis-1687819526451-ec2-role""},""Description"":{""S"":""IAM role assumed by the EC2 workspace instance""}}},{""M"":{""OutputKey"":{""S"":""MetaConnection1InstanceId""},""OutputValue"":{""S"":""i-05fad0a8c46ab5f80""},""Description"":{""S"":""EC2 Windows Instance Id""}}},{""M"":{""OutputKey"":{""S"":""Ec2WorkspaceInstanceId""},""OutputValue"":{""S"":""i-05fad0a8c46ab5f80""},""Description"":{""S"":""Instance Id for the EC2 workspace instance""}}},{""M"":{""OutputKey"":{""S"":""MetaConnection1Scheme""},""OutputValue"":{""S"":""rdp""},""Description"":{""S"":""Protocol for connection""}}},{""M"":{""OutputKey"":{""S"":""Ec2WorkspaceDnsName""},""OutputValue"":{""S"":""ec2-52-91-105-67.compute-1.amazonaws.com""},""Description"":{""S"":""Public DNS name of the EC2 workspace instance""}}}]","Research-Fellowship","pp-i74gawhvotlc2","49","TERMINATING_FAILED","[]","","2024-03-28T20:52:41.490Z","u-WJHcJjyCLrrPbuCCyOEtw"
"f4638c1a-f09c-4823-97e4-39038c5c9737","52.55.5.223/32","2023-02-09T04:11:10.772Z","u-ArpN21rjbdn65kQfqqqN2","test","windows_test","prod-iegickme3ylny-pa-oglxs2cmqpc46","""ALB Termination has failed with the folowing error.         Please contact your administrator. Retry the termination to terminate the workspace. Reason:environment type with id """"prod-iegickme3ylny-pa-oglxs2cmqpc46"""" does not exist""","0","","true","","bhanu-windows-test","[{""M"":{""OutputKey"":{""S"":""CloudformationStackARN""},""OutputValue"":{""S"":""arn:aws:cloudformation:us-east-1:985832498708:stack/SC-985832498708-pp-qm4kmj3gss32k/1a87fe10-a830-11ed-9d26-0e5897cd6a95""},""Description"":{""S"":""The ARN of the launched Cloudformation Stack""}}},{""M"":{""OutputKey"":{""S"":""WorkspaceInstanceRoleArn""},""OutputValue"":{""S"":""arn:aws:iam::985832498708:role/analysis-1675916005209-ec2-role""},""Description"":{""S"":""IAM role assumed by the EC2 workspace instance""}}},{""M"":{""OutputKey"":{""S"":""Ec2WorkspaceInstanceId""},""OutputValue"":{""S"":""i-0bda9d82e125c4fa7""},""Description"":{""S"":""Instance Id for the EC2 workspace instance""}}},{""M"":{""OutputKey"":{""S"":""MetaConnection1Scheme""},""OutputValue"":{""S"":""rdp""},""Description"":{""S"":""Protocol for connection""}}},{""M"":{""OutputKey"":{""S"":""Ec2WorkspacePublicIp""},""OutputValue"":{""S"":""54.224.91.110""},""Description"":{""S"":""Public IP address of the EC2 workspace instance""}}},{""M"":{""OutputKey"":{""S"":""Ec2WorkspaceDnsName""},""OutputValue"":{""S"":""ec2-54-224-91-110.compute-1.amazonaws.com""},""Description"":{""S"":""Public DNS name of the EC2 workspace instance""}}},{""M"":{""OutputKey"":{""S"":""MetaConnection1Name""},""OutputValue"":{""S"":""RDP to EC2 Windows Instance""},""Description"":{""S"":""Name of the connection""}}},{""M"":{""OutputKey"":{""S"":""MetaConnection1InstanceId""},""OutputValue"":{""S"":""i-0bda9d82e125c4fa7""},""Description"":{""S"":""EC2 Windows Instance Id""}}}]","aim-ahead-swb-prod","pp-qm4kmj3gss32k","11","TERMINATING_FAILED","[]","","2024-10-31T15:32:51.352Z","u-ArpN21rjbdn65kQfqqqN2"
"2f644fad-e47e-4004-9451-73825a7709ab","129.174.182.10/32","2023-11-29T20:38:48.536Z","u-TlFwJ28Smtgo6wPJoMStY","affordable version","sagemaker-small","prod-o5niatppdiag6-pa-qtwxh5jtweqvo","ALB Termination has failed with the folowing error.         Please contact your administrator. Retry the termination to terminate the workspace. Reason:You are not authorized to perform this operation","research","","true","","hernandez-test-demo","[{""M"":{""OutputKey"":{""S"":""CloudformationStackARN""},""OutputValue"":{""S"":""arn:aws:cloudformation:us-east-1:985832498708:stack/SC-985832498708-pp-kzx3enf3s3gtc/9a6a0610-8ef7-11ee-96fa-0e48508753ab""},""Description"":{""S"":""The ARN of the launched Cloudformation Stack""}}},{""M"":{""OutputKey"":{""S"":""MetaConnectionNotebookArn""},""OutputValue"":{""S"":""arn:aws:sagemaker:us-east-1:985832498708:notebook-instance/basicnotebookinstance-n8pi4oij0kbz""},""Description"":{""S"":""SageMaker Notebook Arn""}}},{""M"":{""OutputKey"":{""S"":""NotebookInstanceName""},""OutputValue"":{""S"":""BasicNotebookInstance-N8pI4oij0kbz""},""Description"":{""S"":""The name of the SageMaker notebook instance.""}}},{""M"":{""OutputKey"":{""S"":""MetaConnectionScheme""},""OutputValue"":{""S"":""https""},""Description"":{""S"":""Protocol for connection 1""}}},{""M"":{""OutputKey"":{""S"":""WorkspaceInstanceRoleArn""},""OutputValue"":{""S"":""arn:aws:iam::985832498708:role/analysis-1701290457231-sagemaker-notebook-role""},""Description"":{""S"":""IAM role assumed by the SageMaker workspace instance""}}},{""M"":{""OutputKey"":{""S"":""MetaConnectionPolicy""},""OutputValue"":{""S"":""presigned-url-access""},""Description"":{""S"":""Inline policy name that has use for creating presigned URL""}}},{""M"":{""OutputKey"":{""S"":""MetaConnectionName""},""OutputValue"":{""S"":""SageMaker Notebook""},""Description"":{""S"":""Name for this connection""}}},{""M"":{""OutputKey"":{""S"":""MetaConnectionInfo""},""OutputValue"":{""S"":""BasicNotebookInstance-N8pI4oij0kbz""},""Description"":{""S"":""The name of the SageMaker notebook instance.""}}},{""M"":{""OutputKey"":{""S"":""MetaConnectionType""},""OutputValue"":{""S"":""SageMaker""},""Description"":{""S"":""Type of environment this connection is for""}}},{""M"":{""OutputKey"":{""S"":""MetaConnectionRoleArn""},""OutputValue"":{""S"":""arn:aws:iam::985832498708:role/analysis-1701290457231-presigned-url-sagemaker-notebook-role""},""Description"":{""S"":""IAM Role to use for creating presigned URL""}}},{""M"":{""OutputKey"":{""S"":""MetaConnectionRole""},""OutputValue"":{""S"":""analysis-1701290457231-presigned-url-sagemaker-notebook-role""},""Description"":{""S"":""IAM Role name to use for creating presigned URL""}}}]","Research-Fellowship-C2","pp-kzx3enf3s3gtc","6","TERMINATING_FAILED","[{""S"":""rfc2-jesus-hernandez-ortiz""}]","{}","2024-03-27T14:16:37.350Z","_system_"
"8fa12642-f04f-4afc-bb80-af59f9f73640","71.245.224.137/32","2023-01-18T21:36:22.264Z","u-74cq57xq1gBAHm-UxlT8M","test","ec2-linux-admin-config-v0_1","prod-5g4g4cuiryx3o-pa-p243jgagteckk","""ALB Termination has failed with the folowing error.         Please contact your administrator. Retry the termination to terminate the workspace. Reason:environment type with id """"prod-5g4g4cuiryx3o-pa-p243jgagteckk"""" does not exist""","0","","true","","simran-test-linuc-original","[{""M"":{""OutputKey"":{""S"":""CloudformationStackARN""},""OutputValue"":{""S"":""arn:aws:cloudformation:us-east-1:985832498708:stack/SC-985832498708-pp-xtld54jg3lr5s/7544db70-9778-11ed-b0c4-0a0fee2a77e3""},""Description"":{""S"":""The ARN of the launched Cloudformation Stack""}}},{""M"":{""OutputKey"":{""S"":""Ec2WorkspaceInstanceId""},""OutputValue"":{""S"":""i-0c3937cae266a0880""},""Description"":{""S"":""Instance Id for the EC2 workspace instance""}}},{""M"":{""OutputKey"":{""S"":""Ec2WorkspaceDnsName""},""OutputValue"":{""S"":""ec2-54-81-18-51.compute-1.amazonaws.com""},""Description"":{""S"":""Public DNS name of the EC2 workspace instance""}}},{""M"":{""OutputKey"":{""S"":""MetaConnection1Scheme""},""OutputValue"":{""S"":""ssh""},""Description"":{""S"":""Protocol for connection""}}},{""M"":{""OutputKey"":{""S"":""WorkspaceInstanceRoleArn""},""OutputValue"":{""S"":""arn:aws:iam::985832498708:role/analysis-1674077911430-ec2-role""},""Description"":{""S"":""IAM role assumed by the EC2 workspace instance""}}},{""M"":{""OutputKey"":{""S"":""MetaConnection1InstanceId""},""OutputValue"":{""S"":""i-0c3937cae266a0880""},""Description"":{""S"":""EC2 Linux Instance Id""}}},{""M"":{""OutputKey"":{""S"":""Ec2WorkspacePublicIp""},""OutputValue"":{""S"":""54.81.18.51""},""Description"":{""S"":""Public IP address of the EC2 workspace instance""}}},{""M"":{""OutputKey"":{""S"":""MetaConnection1Name""},""OutputValue"":{""S"":""SSH to Main EC2 instance""},""Description"":{""S"":""Name for connection""}}}]","aim-ahead-swb-prod","pp-xtld54jg3lr5s","17","TERMINATING_FAILED","[]","","2024-07-17T13:37:15.001Z","u-74cq57xq1gBAHm-UxlT8M"
"4ba3682b-a66f-4533-a073-51813faf5436","174.61.164.121/32","2024-04-17T01:17:31.942Z","u-KID6sl9TB90YeituTh7Ku","test","Sagemaker-Small","prod-o5niatppdiag6-pa-evokipi5lpj5s","ALB Termination has failed with the folowing error.         Please contact your administrator. Retry the termination to terminate the workspace. Reason:You are not authorized to perform this operation","research","ml.t3.medium","true","","AIML-ResearchFellowship-OCHIN-Text2","[{""M"":{""OutputKey"":{""S"":""CloudformationStackARN""},""OutputValue"":{""S"":""arn:aws:cloudformation:us-east-1:985832498708:stack/SC-985832498708-pp-p555hi64gkcbm/91c17380-fc58-11ee-9f94-0ec61f825c1d""},""Description"":{""S"":""The ARN of the launched Cloudformation Stack""}}},{""M"":{""OutputKey"":{""S"":""MetaConnectionRole""},""OutputValue"":{""S"":""analysis-1713316780604-presigned-url-sagemaker-notebook-role""},""Description"":{""S"":""IAM Role name to use for creating presigned URL""}}},{""M"":{""OutputKey"":{""S"":""WorkspaceInstanceRoleArn""},""OutputValue"":{""S"":""arn:aws:iam::985832498708:role/analysis-1713316780604-sagemaker-notebook-role""},""Description"":{""S"":""IAM role assumed by the SageMaker workspace instance""}}},{""M"":{""OutputKey"":{""S"":""MetaConnectionType""},""OutputValue"":{""S"":""SageMaker""},""Description"":{""S"":""Type of environment this connection is for""}}},{""M"":{""OutputKey"":{""S"":""MetaConnectionScheme""},""OutputValue"":{""S"":""https""},""Description"":{""S"":""Protocol for connection 1""}}},{""M"":{""OutputKey"":{""S"":""NotebookInstanceName""},""OutputValue"":{""S"":""BasicNotebookInstance-gvmaX1IyP6vz""},""Description"":{""S"":""The name of the SageMaker notebook instance.""}}},{""M"":{""OutputKey"":{""S"":""MetaConnectionName""},""OutputValue"":{""S"":""SageMaker Notebook""},""Description"":{""S"":""Name for this connection""}}},{""M"":{""OutputKey"":{""S"":""MetaConnectionNotebookArn""},""OutputValue"":{""S"":""arn:aws:sagemaker:us-east-1:985832498708:notebook-instance/basicnotebookinstance-gvmax1iyp6vz""},""Description"":{""S"":""SageMaker Notebook Arn""}}},{""M"":{""OutputKey"":{""S"":""MetaConnectionPolicy""},""OutputValue"":{""S"":""presigned-url-access""},""Description"":{""S"":""Inline policy name that has use for creating presigned URL""}}},{""M"":{""OutputKey"":{""S"":""MetaConnectionInfo""},""OutputValue"":{""S"":""BasicNotebookInstance-gvmaX1IyP6vz""},""Description"":{""S"":""The name of the SageMaker notebook instance.""}}},{""M"":{""OutputKey"":{""S"":""MetaConnectionRoleArn""},""OutputValue"":{""S"":""arn:aws:iam::985832498708:role/analysis-1713316780604-presigned-url-sagemaker-notebook-role""},""Description"":{""S"":""IAM Role to use for creating presigned URL""}}}]","Research-Fellowship-C2","pp-p555hi64gkcbm","11","TERMINATING_FAILED","[{""S"":""rfc2-solmaz-amiri""}]","{}","2024-07-09T23:22:54.494Z","_system_"
"d866aa73-45d8-428f-805e-93e6ae5c6c01","24.91.7.24/32","2023-10-25T15:39:26.982Z","u-RLhoPh8oP-328srMs5cT4","Window EC2 for private folder","windows-large","prod-wksgqqvm6wm5g-pa-r7whn5rgrssdq","ALB Termination has failed with the folowing error.         Please contact your administrator. Retry the termination to terminate the workspace. Reason:You are not authorized to perform this operation","research","","true","","Windows-ECS-Private","[{""M"":{""OutputKey"":{""S"":""CloudformationStackARN""},""OutputValue"":{""S"":""arn:aws:cloudformation:us-east-1:985832498708:stack/SC-985832498708-pp-t5l4lzqlxvejw/fc709750-734c-11ee-87ad-12478d77f1b3""},""Description"":{""S"":""The ARN of the launched Cloudformation Stack""}}},{""M"":{""OutputKey"":{""S"":""MetaConnection1Scheme""},""OutputValue"":{""S"":""rdp""},""Description"":{""S"":""Protocol for connection""}}},{""M"":{""OutputKey"":{""S"":""MetaConnection1InstanceId""},""OutputValue"":{""S"":""i-0762131fc3aaf302f""},""Description"":{""S"":""EC2 Windows Instance Id""}}},{""M"":{""OutputKey"":{""S"":""WorkspaceInstanceRoleArn""},""OutputValue"":{""S"":""arn:aws:iam::985832498708:role/analysis-1698248496144-ec2-role""},""Description"":{""S"":""IAM role assumed by the EC2 workspace instance""}}},{""M"":{""OutputKey"":{""S"":""Ec2WorkspaceInstanceId""},""OutputValue"":{""S"":""i-0762131fc3aaf302f""},""Description"":{""S"":""Instance Id for the EC2 workspace instance""}}},{""M"":{""OutputKey"":{""S"":""Ec2WorkspaceDnsName""},""OutputValue"":{""S"":""ec2-54-224-94-62.compute-1.amazonaws.com""},""Description"":{""S"":""Public DNS name of the EC2 workspace instance""}}},{""M"":{""OutputKey"":{""S"":""MetaConnection1Name""},""OutputValue"":{""S"":""RDP to EC2 Windows Instance""},""Description"":{""S"":""Name of the connection""}}},{""M"":{""OutputKey"":{""S"":""Ec2WorkspacePublicIp""},""OutputValue"":{""S"":""54.224.94.62""},""Description"":{""S"":""Public IP address of the EC2 workspace instance""}}}]","Pilot-Brian-Yorkgitis","pp-t5l4lzqlxvejw","33","TERMINATING_FAILED","[{""S"":""Pilot-Brian-Yorkgitis-azad-khan""}]","{}","2024-02-22T17:59:14.971Z","_system_"
"5ffd5e65-14c0-438f-a52f-9bc9ebd87951","129.120.101.49/32","2024-04-04T22:20:40.353Z","u-bes5oOqqSAedFjWEMDSlh","Workspace for low-value care project","Sagemaker-Custom-Kernels-Large","prod-o5niatppdiag6-pa-evokipi5lpj5s","ALB Termination has failed with the folowing error.         Please contact your administrator. Retry the termination to terminate the workspace. Reason:You are not authorized to perform this operation","research","ml.g4dn.4xlarge","true","","LowValueCare","[{""M"":{""OutputKey"":{""S"":""CloudformationStackARN""},""OutputValue"":{""S"":""arn:aws:cloudformation:us-east-1:985832498708:stack/SC-985832498708-pp-cwtsrrni75c5g/e0c8d990-f2d1-11ee-853c-1220c203cdb3""},""Description"":{""S"":""The ARN of the launched Cloudformation Stack""}}},{""M"":{""OutputKey"":{""S"":""WorkspaceInstanceRoleArn""},""OutputValue"":{""S"":""arn:aws:iam::985832498708:role/analysis-1712269370584-sagemaker-notebook-role""},""Description"":{""S"":""IAM role assumed by the SageMaker workspace instance""}}},{""M"":{""OutputKey"":{""S"":""MetaConnectionNotebookArn""},""OutputValue"":{""S"":""arn:aws:sagemaker:us-east-1:985832498708:notebook-instance/basicnotebookinstance-b8d54zel1jjq""},""Description"":{""S"":""SageMaker Notebook Arn""}}},{""M"":{""OutputKey"":{""S"":""MetaConnectionScheme""},""OutputValue"":{""S"":""https""},""Description"":{""S"":""Protocol for connection 1""}}},{""M"":{""OutputKey"":{""S"":""MetaConnectionPolicy""},""OutputValue"":{""S"":""presigned-url-access""},""Description"":{""S"":""Inline policy name that has use for creating presigned URL""}}},{""M"":{""OutputKey"":{""S"":""MetaConnectionInfo""},""OutputValue"":{""S"":""BasicNotebookInstance-B8D54zel1JJQ""},""Description"":{""S"":""The name of the SageMaker notebook instance.""}}},{""M"":{""OutputKey"":{""S"":""MetaConnectionRole""},""OutputValue"":{""S"":""analysis-1712269370584-presigned-url-sagemaker-notebook-role""},""Description"":{""S"":""IAM Role name to use for creating presigned URL""}}},{""M"":{""OutputKey"":{""S"":""MetaConnectionRoleArn""},""OutputValue"":{""S"":""arn:aws:iam::985832498708:role/analysis-1712269370584-presigned-url-sagemaker-notebook-role""},""Description"":{""S"":""IAM Role to use for creating presigned URL""}}},{""M"":{""OutputKey"":{""S"":""NotebookInstanceName""},""OutputValue"":{""S"":""BasicNotebookInstance-B8D54zel1JJQ""},""Description"":{""S"":""The name of the SageMaker notebook instance.""}}},{""M"":{""OutputKey"":{""S"":""MetaConnectionType""},""OutputValue"":{""S"":""SageMaker""},""Description"":{""S"":""Type of environment this connection is for""}}},{""M"":{""OutputKey"":{""S"":""MetaConnectionName""},""OutputValue"":{""S"":""SageMaker Notebook""},""Description"":{""S"":""Name for this connection""}}}]","Consortium-Development-Project","pp-cwtsrrni75c5g","11","TERMINATING_FAILED","[{""S"":""Consortium-Development-Project-bo-zhou""}]","{}","2024-04-18T14:49:23.468Z","_system_"
